,0
819,41
820,26
821,57
822,7
823,23
824,27
825,30
826,55
827,49
828,35
829,35
830,35
831,75
832,32
833,35
834,80
835,55
836,27
837,96
838,40
839,27
840,56
841,31
842,27
843,39
844,25
845,35
846,8
847,29
848,26
849,24
850,80
851,14
852,65
853,19
854,24
855,36
856,44
857,34
858,1
859,36
860,96
861,20
862,50
863,29
864,26
865,36
866,23
867,21
868,26
869,24
870,40
871,30
872,1
873,5
874,38
875,14
876,30
877,27
878,40
879,27
880,53
881,2
882,21
883,55
884,40
885,71
886,20
887,2
888,36
889,23
890,64
891,27
892,30
893,40
894,48
895,46
896,27
897,35
898,86
899,8
900,26
901,24
902,35
903,26
904,23
905,45
906,28
907,26
908,65
909,38
910,23
911,68
912,26
913,35
914,40
915,25
916,52
917,18
918,60
919,30
920,43
921,36
922,35
923,34
924,45
925,24
926,45
927,65
928,21
929,30
930,26
931,32
932,28
933,35
934,26
935,9
936,19
937,1
938,21
939,36
940,15
941,1
942,50
943,80
944,36
945,99
946,32
947,70
948,24
949,66
950,58
951,44
952,49
953,24
954,38
955,51
956,52
957,54
958,26
959,57
960,32
961,26
962,24
963,32
964,20
965,51
966,28
967,27
968,61
969,1
970,36
971,15
972,57
973,37
974,35
975,26
976,56
977,66
978,18
979,27
980,25
981,30
982,34
983,31
984,90
985,43
986,40
987,36
988,60
989,35
990,1
991,13
992,23
993,27
994,61
995,50
996,24
997,28
998,57
999,32
1000,1
1001,30
1002,25
1003,30
1004,30
1005,28
1006,30
1007,16
1008,29
1009,50
1010,2
1011,53
1012,35
1013,72
1014,15
1015,13
1016,75
1017,35
1018,28
1019,36
1020,73
1021,20
1022,36
1023,26
1024,35
1025,30
1026,65
1027,40
1028,55
1029,1
1030,28
1031,58
1032,1
1033,28
1034,25
1035,27
1036,25
1037,85
1038,1
1039,60
1040,26
1041,24
1042,25
1043,25
1044,50
1045,1
1046,45
1047,26
1048,42
1049,38
1050,29
1051,90
1052,24
1053,60
1054,1
1055,58
1056,28
1057,60
1058,26
1059,26
1060,27
1061,1
1062,23
1063,28
1064,36
1065,20
1066,88
1067,13
1068,9
1069,26
1070,50
1071,3
1072,27
1073,23
1074,85
1075,68
1076,5
1077,64
1078,15
1079,41
1080,26
1081,13
1082,26
1083,26
1084,16
1085,85
1086,29
1087,1
1088,64
1089,25
1090,26
1091,75
1092,22
1093,65
1094,36
1095,28
1096,4
1097,27
1098,26
1099,30
1100,74
1101,32
1102,72
1103,18
1104,21
1105,23
1106,26
1107,53
1108,22
1109,27
1110,2
1111,23
1112,49
1113,8
1114,12
1115,25
1116,28
1117,10
1118,7
1119,20
1120,24
1121,32
1122,65
1123,32
1124,2
1125,1
1126,28
1127,28
1128,39
1129,32
1130,28
1131,26
1132,1
1133,61
1134,70
1135,36
1136,31
1137,35
1138,3
1139,54
1140,75
1141,35
1142,23
1143,23
1144,40
1145,80
1146,37
1147,1
1148,17
1149,26
1150,30
1151,45
1152,34
1153,15
1154,61
1155,39
1156,15
1157,22
1158,70
1159,1
1160,16
1161,54
1162,39
1163,58
1164,74
1165,32
1166,22
1167,24
1168,28
1169,22
1170,1
1171,9
1172,28
1173,28
1174,3
1175,41
1176,27
1177,26
1178,19
1179,26
1180,1
1181,29
1182,29
1183,25
1184,31
1185,24
1186,87
1187,26
1188,9
1189,42
1190,1
1191,26
1192,55
1193,20
1194,24
1195,36
1196,40
1197,38
1198,67
1199,53
1200,26
1201,58
1202,28
1203,43
1204,26
1205,4
1206,26
1207,26
1208,24
1209,47
1210,46
1211,27
1212,15
1213,11
1214,73
1215,18
1216,30
1217,1
1218,26
1219,26
1220,77
1221,30
1222,29
1223,27
1224,26
1225,24
1226,36
1227,3
1228,15
1229,29
1230,31
1231,11
1232,37
1233,2
1234,1
1235,34
1236,26
1237,75
1238,8
1239,26
1240,32
1241,46
1242,39
1243,26
1244,45
1245,26
1246,9
1247,13
1248,24
1249,35
1250,52
1251,2
1252,53
1253,57
1254,30
1255,31
1256,1
1257,28
1258,32
1259,1
1260,36
1261,26
1262,26
1263,45
1264,32
1265,7
1266,50
1267,26
1268,57
1269,50
1270,55
1271,23
1272,1
1273,1
1274,35
1275,26
1276,30
1277,26
1278,48
1279,24
1280,64
1281,45
1282,31
1283,1
1284,26
1285,30
1286,24
1287,26
1288,41
1289,26
1290,1
1291,33
1292,43
1293,70
1294,20
1295,24
1296,25
1297,43
1298,65
1299,38
1300,31
1301,51
1302,56
1303,32
1304,26
1305,39
1306,26
1307,70
1308,24
1309,36
1310,9
1311,53
1312,64
1313,2
1314,2
1315,8
1316,24
1317,29
1318,56
1319,35
1320,30
1321,26
1322,27
1323,54
1324,40
1325,11
1326,32
1327,28
1328,80
1329,35
1330,5
1331,4
1332,28
1333,56
1334,25
1335,35
1336,31
1337,28
1338,18
1339,2
1340,29
1341,27
1342,29
1343,11
1344,36
1345,26
1346,51
1347,8
1348,28
1349,24
1350,65
1351,2
1352,28
1353,35
1354,12
1355,24
1356,25
1357,57
1358,42
1359,24
1360,1
1361,17
1362,4
1363,26
1364,9
1365,54
1366,35
1367,26
1368,46
1369,65
1370,29
1371,26
1372,54
1373,24
1374,32
1375,1
1376,3
1377,34
1378,20
1379,35
1380,28
1381,20
1382,47
1383,85
1384,21
1385,34
1386,32
1387,1
1388,30
1389,60
1390,36
1391,36
1392,3
1393,38
1394,36
1395,39
1396,9
1397,39
1398,1
1399,52
1400,21
1401,26
1402,52
1403,20
1404,32
1405,15
1406,18
1407,32
1408,35
1409,1
1410,35
1411,50
1412,54
1413,75
1414,18
1415,5
1416,53
1417,11
1418,18
1419,25
1420,8
1421,75
1422,7
1423,22
1424,17
1425,29
1426,16
1427,1
1428,26
1429,65
1430,2
1431,28
1432,51
1433,52
1434,58
1435,18
1436,35
1437,24
1438,2
1439,39
1440,22
1441,30
1442,76
1443,35
1444,4
1445,59
1446,20
1447,50
1448,32
1449,8
1450,31
1451,4
1452,20
1453,42
1454,26
1455,2
1456,52
1457,60
1458,24
1459,30
1460,35
1461,30
1462,26
1463,56
1464,1
1465,65
1466,22
1467,31
1468,53
1469,26
1470,28
1471,26
1472,50
1473,18
1474,45
1475,36
1476,10
1477,62
1478,41
1479,1
1480,40
1481,26
1482,8
1483,65
1484,16
1485,60
1486,40
1487,22
1488,62
1489,36
1490,4
1491,26
1492,32
1493,33
1494,90
1495,45
1496,21
1497,30
1498,15
1499,16
1500,10
1501,40
1502,55
1503,26
1504,2
1505,6
1506,1
1507,28
1508,72
1509,26
1510,26
1511,38
1512,20
1513,37
1514,65
1515,26
1516,49
1517,31
1518,3
1519,46
1520,2
1521,10
1522,90
1523,54
1524,78
1525,54
1526,3
1527,1
1528,71
1529,20
1530,14
1531,81
1532,24
1533,30
1534,75
1535,20
1536,42
1537,31
1538,49
1539,5
1540,26
1541,35
1542,18
1543,48
1544,70
1545,24
1546,18
1547,71
1548,53
1549,25
1550,28
1551,26
1552,13
1553,26
1554,28
1555,18
1556,27
1557,33
1558,46
1559,5
1560,8
1561,1
1562,38
1563,32
1564,23
1565,39
1566,28
1567,1
1568,54
1569,29
1570,29
1571,75
1572,39
1573,37
1574,14
1575,34
1576,23
1577,1
1578,43
1579,34
1580,35
1581,13
1582,46
1583,1
1584,40
1585,28
1586,54
1587,22
1588,1
1589,25
1590,45
1591,61
1592,2
1593,26
1594,5
1595,26
1596,26
1597,25
1598,26
1599,50
1600,6
1601,50
1602,26
1603,40
1604,26
1605,11
1606,2
1607,17
1608,55
1609,36
1610,53
1611,50
1612,26
1613,30
1614,67
1615,62
1616,27
1617,24
1618,115
1619,25
1620,23
1621,37
1622,1
1623,1
1624,56
1625,50
1626,39
1627,6
1628,26
1629,14
1630,3
1631,26
1632,56
1633,35
1634,41
1635,54
1636,24
1637,24
1638,36
1639,31
1640,32
1641,32
1642,32
1643,75
1644,39
1645,35
1646,32
1647,52
1648,58
1649,25
1650,23
1651,79
1652,29
1653,23
1654,9
1655,29
1656,46
1657,9
1658,69
1659,26
1660,58
1661,41
1662,24
1663,35
1664,26
1665,16
1666,45
1667,23
1668,26
1669,4
1670,60
1671,28
1672,26
1673,75
1674,26
1675,24
1676,28
1677,26
1678,5
1679,27
1680,16
1681,54
1682,41
1683,46
1684,21
1685,32
1686,24
1687,40
1688,20
1689,10
1690,26
1691,30
1692,47
1693,21
1694,42
1695,52
1696,38
1697,25
1698,23
1699,25
1700,46
1701,42
1702,10
1703,49
1704,24
1705,25
1706,28
1707,65
1708,75
1709,105
1710,24
1711,24
1712,26
1713,35
1714,35
1715,50
1716,26
1717,1
1718,34
1719,40
1720,39
1721,61
1722,4
1723,26
1724,55
1725,30
1726,40
1727,28
1728,68
1729,42
1730,24
1731,35
1732,74
1733,53
1734,50
1735,36
1736,24
1737,45
1738,2
1739,26
1740,36
1741,33
1742,67
1743,26
1744,38
1745,39
1746,30
1747,21
1748,70
1749,6
1750,22
1751,40
1752,26
1753,96
1754,35
1755,56
1756,30
1757,54
1758,35
1759,36
1760,58
1761,32
1762,24
1763,30
1764,40
1765,24
1766,58
1767,13
1768,32
1769,70
1770,29
1771,5
1772,36
1773,38
1774,58
1775,37
1776,23
1777,9
1778,23
1779,29
1780,1
1781,71
1782,34
1783,42
1784,8
1785,75
1786,26
1787,24
1788,29
1789,21
1790,1
1791,3
1792,26
1793,46
1794,28
1795,26
1796,33
1797,27
1798,83
1799,26
1800,25
1801,37
1802,12
1803,21
1804,44
1805,55
1806,30
1807,28
1808,26
1809,24
1810,33
1811,45
1812,26
1813,17
1814,1
1815,1
1816,42
1817,44
1818,30
1819,1
1820,3
1821,26
1822,26
1823,22
1824,26
1825,21
1826,20
1827,20
1828,18
1829,34
1830,28
1831,28
1832,22
1833,26
1834,26
1835,1
1836,45
1837,26
1838,42
1839,1
1840,38
1841,24
1842,14
1843,27
1844,31
1845,24
1846,48
1847,25
1848,38
1849,24
1850,72
1851,26
1852,90
1853,28
1854,38
1855,9
1856,1
1857,50
1858,25
1859,36
1860,64
1861,65
1862,54
1863,40
1864,42
1865,26
1866,26
1867,24
1868,1
1869,36
1870,35
1871,82
1872,90
1873,4
1874,26
1875,28
1876,66
1877,49
1878,40
1879,64
1880,36
1881,60
1882,28
1883,63
1884,54
1885,26
1886,25
1887,24
1888,25
1889,26
1890,50
1891,37
1892,26
1893,26
1894,8
1895,22
1896,24
1897,2
1898,40
1899,62
1900,25
1901,29
1902,20
1903,28
1904,39
1905,58
1906,26
1907,56
1908,30
1909,24
1910,65
1911,1
1912,28
1913,35
1914,26
1915,32
1916,65
1917,39
1918,59
1919,29
1920,39
1921,16
1922,34
1923,65
1924,29
1925,36
1926,49
1927,26
1928,5
1929,5
1930,11
1931,22
1932,24
1933,38
1934,65
1935,17
1936,22
1937,23
1938,26
1939,61
1940,1
1941,35
1942,29
1943,18
1944,1
1945,1
1946,25
1947,27
1948,25
1949,25
1950,15
1951,27
1952,26
1953,66
1954,27
1955,66
1956,30
1957,26
1958,9
1959,16
1960,30
1961,26
1962,29
1963,28
1964,22
1965,24
1966,62
1967,53
1968,26
1969,26
1970,25
1971,54
1972,1
1973,17
1974,67
1975,28
1976,61
1977,68
1978,36
1979,35
1980,55
1981,26
1982,26
1983,60
1984,56
1985,115
1986,48
1987,60
1988,24
1989,18
1990,17
1991,27
1992,56
1993,72
1994,54
1995,65
1996,3
1997,57
1998,80
1999,26
2000,65
2001,25
2002,23
2003,26
2004,29
2005,21
2006,26
2007,47
2008,21
2009,26
2010,29
2011,51
2012,20
2013,25
2014,28
2015,29
2016,35
2017,5
2018,12
2019,40
2020,80
2021,25
2022,27
2023,23
2024,9
2025,1
2026,47
2027,64
2028,55
2029,21
2030,23
2031,35
2032,26
2033,29
2034,73
2035,80
2036,24
2037,26
2038,61
2039,31
2040,26
2041,24
2042,58
2043,35
2044,63
2045,40
2046,72
2047,25
2048,32
2049,34
2050,26
2051,3
2052,23
2053,43
2054,29
2055,35
2056,22
2057,36
2058,66
2059,21
2060,25
2061,63
2062,78
2063,37
2064,80
2065,56
2066,25
2067,57
2068,61
2069,15
2070,52
2071,36
2072,32
2073,30
2074,64
2075,32
2076,50
2077,35
2078,14
2079,47
2080,84
2081,22
2082,18
2083,27
2084,34
2085,14
2086,5
2087,27
2088,32
2089,60
2090,60
2091,25
2092,54
2093,26
2094,50
2095,27
2096,38
2097,88
2098,54
2099,54
2100,40
2101,26
2102,4
2103,60
2104,30
2105,21
2106,3
2107,72
2108,50
2109,24
2110,2
2111,50
2112,51
2113,1
2114,54
2115,96
2116,1
2117,1
2118,15
2119,15
2120,26
2121,8
2122,62
2123,2
2124,29
2125,34
2126,26
2127,1
2128,41
2129,47
2130,32
2131,50
2132,21
2133,62
2134,17
2135,31
2136,26
2137,35
2138,24
2139,26
2140,34
2141,22
2142,6
2143,25
2144,37
2145,21
2146,29
2147,1
2148,26
2149,26
2150,8
2151,25
2152,47
2153,29
2154,45
2155,32
2156,20
2157,43
2158,27
2159,32
2160,1
2161,52
2162,28
2163,75
2164,87
2165,1
2166,17
2167,26
2168,32
2169,26
2170,20
2171,35
2172,51
2173,32
2174,4
2175,32
2176,26
2177,27
2178,27
2179,42
2180,61
2181,53
2182,19
2183,35
2184,24
2185,24
2186,18
2187,21
2188,21
2189,27
2190,26
2191,17
2192,26
2193,58
2194,60
2195,67
2196,54
2197,24
2198,52
2199,26
2200,21
2201,72
2202,50
2203,26
2204,53
2205,37
2206,49
2207,1
2208,6
2209,26
2210,42
2211,72
2212,22
2213,53
2214,37
2215,60
2216,53
2217,23
2218,32
2219,73
2220,39
2221,60
2222,1
2223,69
2224,2
2225,2
2226,90
2227,61
2228,30
2229,1
2230,85
2231,56
2232,58
2233,1
2234,88
2235,32
2236,7
2237,66
2238,26
2239,28
2240,47
2241,24
2242,26
2243,55
2244,35
2245,15
2246,71
2247,31
2248,26
2249,25
2250,73
2251,58
2252,24
2253,44
2254,63
2255,20
2256,14
2257,70
2258,39
2259,18
2260,26
2261,22
2262,37
2263,36
2264,32
2265,29
2266,60
2267,32
2268,26
2269,75
2270,22
2271,32
2272,38
2273,26
2274,24
2275,27
2276,12
2277,26
2278,58
2279,51
2280,30
2281,36
2282,49
2283,42
2284,46
2285,35
2286,31
2287,16
2288,45
2289,6
2290,58
2291,20
2292,58
2293,35
2294,67
2295,24
2296,26
2297,26
2298,1
2299,40
2300,68
2301,24
2302,24
2303,26
2304,51
2305,18
2306,50
2307,20
2308,26
2309,51
2310,11
2311,36
2312,50
2313,24
2314,30
2315,28
2316,43
2317,1
2318,54
2319,7
2320,15
2321,25
2322,24
2323,34
2324,24
2325,60
2326,47
2327,50
2328,26
2329,52
2330,58
2331,26
2332,32
2333,52
2334,50
2335,31
2336,67
2337,34
2338,36
2339,82
2340,3
2341,35
2342,58
2343,26
2344,39
2345,56
2346,96
2347,40
2348,1
2349,43
2350,28
2351,55
2352,54
2353,1
2354,26
2355,56
2356,26
2357,30
2358,19
2359,24
2360,47
2361,26
2362,39
2363,30
2364,17
2365,63
2366,46
2367,54
2368,31
2369,31
2370,2
2371,1
2372,14
2373,61
2374,66
2375,21
2376,1
2377,24
2378,26
2379,4
2380,22
2381,30
2382,32
2383,31
2384,59
2385,58
2386,35
2387,28
2388,52
2389,3
2390,34
2391,22
2392,70
2393,70
2394,32
2395,30
2396,26
2397,54
2398,26
2399,40
2400,1
2401,1
2402,1
2403,5
2404,26
2405,39
2406,1
2407,29
2408,25
2409,1
2410,37
2411,55
2412,39
2413,28
2414,1
2415,53
2416,30
2417,29
2418,37
2419,26
2420,4
2421,64
2422,16
2423,23
2424,40
2425,29
2426,37
2427,2
2428,14
2429,58
2430,53
2431,75
2432,26
2433,51
2434,62
2435,35
2436,34
2437,29
2438,7
2439,26
2440,20
2441,1
2442,17
2443,67
2444,75
2445,14
2446,36
2447,53
2448,58
2449,64
2450,13
2451,1
2452,60
2453,12
2454,23
2455,23
2456,22
2457,27
2458,40
2459,26
2460,8
2461,15
2462,58
2463,12
2464,1
2465,26
2466,45
2467,29
2468,50
2469,8
2470,34
2471,54
2472,45
2473,19
2474,2
2475,82
2476,36
2477,4
2478,45
2479,15
2480,88
2481,27
2482,1
2483,61
2484,78
2485,18
2486,35
2487,26
2488,69
2489,33
2490,33
2491,36
2492,24
2493,61
2494,26
2495,47
2496,89
2497,75
2498,43
2499,40
2500,27
2501,40
2502,26
2503,59
2504,47
2505,24
2506,24
2507,40
2508,17
2509,54
2510,30
2511,30
2512,42
2513,40
2514,25
2515,8
2516,22
2517,32
2518,26
2519,29
2520,22
2521,42
2522,51
2523,52
2524,35
2525,26
2526,29
2527,62
2528,26
2529,28
2530,50
2531,24
2532,40
2533,25
2534,85
2535,77
2536,40
2537,50
2538,55
2539,23
2540,37
2541,36
2542,67
2543,48
2544,78
2545,3
2546,50
2547,70
2548,45
2549,26
2550,32
2551,60
2552,31
2553,69
2554,26
2555,39
2556,28
2557,35
2558,9
2559,26
2560,25
2561,26
2562,30
2563,23
2564,1
2565,24
2566,26
2567,35
2568,1
2569,65
2570,24
2571,26
2572,39
2573,70
2574,40
2575,35
2576,35
2577,1
2578,56
2579,32
2580,14
2581,45
2582,1
2583,37
2584,52
2585,32
2586,39
2587,52
2588,39
2589,28
2590,35
2591,54
2592,32
2593,24
2594,25
2595,50
2596,40
2597,35
2598,34
2599,34
2600,37
2601,31
2602,2
2603,31
2604,41
2605,35
2606,10
2607,43
2608,1
2609,36
2610,25
2611,58
2612,25
2613,32
2614,14
2615,8
2616,50
2617,26
2618,12
2619,27
2620,89
2621,26
2622,24
2623,3
2624,57
2625,36
2626,1
2627,17
2628,18
2629,24
2630,75
2631,22
2632,35
2633,43
2634,20
2635,26
2636,78
2637,53
2638,27
2639,21
2640,61
2641,38
2642,8
2643,26
2644,14
2645,45
2646,30
2647,26
2648,43
2649,4
2650,35
2651,26
2652,38
2653,9
2654,22
2655,40
2656,50
2657,36
2658,35
2659,27
2660,23
2661,54
2662,72
2663,28
2664,40
2665,26
2666,3
2667,66
2668,100
2669,24
2670,35
2671,28
2672,52
2673,34
2674,44
2675,40
2676,3
2677,37
2678,34
2679,50
2680,42
2681,56
2682,1
2683,54
2684,52
2685,26
2686,25
2687,7
2688,4
2689,28
2690,23
2691,2
2692,96
2693,31
2694,26
2695,29
2696,35
2697,61
2698,35
2699,63
2700,40
2701,10
2702,24
2703,21
2704,26
2705,2
2706,65
2707,1
2708,45
2709,52
2710,1
2711,16
2712,26
2713,15
2714,28
2715,69
2716,15
2717,29
2718,40
2719,38
2720,25
2721,5
2722,28
2723,18
2724,20
2725,40
2726,35
2727,34
2728,24
2729,65
2730,2
2731,54
2732,50
2733,40
2734,30
2735,3
2736,16
2737,1
2738,69
2739,1
2740,15
2741,10
2742,32
2743,51
2744,57
2745,36
2746,5
2747,27
2748,29
2749,30
2750,52
2751,24
2752,24
2753,26
2754,5
2755,28
2756,31
2757,60
2758,12
2759,37
2760,23
2761,30
2762,30
2763,27
2764,54
2765,12
2766,85
2767,14
2768,1
2769,42
2770,4
2771,47
2772,50
2773,25
2774,25
2775,32
2776,50
2777,29
2778,26
2779,30
2780,53
2781,30
2782,40
2783,85
2784,22
2785,9
2786,28
2787,26
2788,1
2789,36
2790,56
2791,75
2792,34
2793,26
2794,4
2795,29
2796,1
2797,43
2798,50
2799,21
2800,16
2801,78
2802,23
2803,75
2804,80
2805,26
2806,43
2807,22
2808,45
2809,38
2810,55
2811,24
2812,37
2813,4
2814,14
2815,20
2816,21
2817,28
2818,26
2819,30
2820,23
2821,54
2822,56
2823,35
2824,26
2825,56
2826,40
2827,26
2828,3
2829,20
2830,8
2831,68
2832,68
2833,68
2834,27
2835,39
2836,35
2837,32
2838,26
2839,21
2840,34
2841,65
2842,32
2843,36
2844,27
2845,25
2846,65
2847,40
2848,50
2849,31
2850,32
2851,1
2852,27
2853,33
2854,58
2855,35
2856,29
2857,24
2858,25
2859,3
2860,28
2861,26
2862,35
2863,35
2864,53
2865,25
2866,36
2867,7
2868,88
2869,45
2870,18
2871,56
2872,30
2873,64
2874,10
2875,26
2876,69
2877,29
2878,8
2879,24
2880,3
2881,76
2882,23
2883,1
2884,13
2885,2
2886,36
2887,21
2888,65
2889,1
2890,24
2891,54
2892,1
2893,86
2894,26
2895,40
2896,52
2897,7
2898,60
2899,10
2900,36
2901,26
2902,1
2903,34
2904,3
2905,72
2906,28
2907,91
2908,57
2909,33
2910,32
2911,39
2912,31
2913,23
2914,28
2915,29
2916,50
2917,24
2918,6
2919,26
2920,34
2921,27
2922,10
2923,40
2924,48
2925,18
2926,45
2927,9
2928,23
2929,40
2930,29
2931,6
2932,50
2933,76
2934,25
2935,40
2936,25
2937,54
2938,26
2939,26
2940,24
2941,1
2942,26
2943,74
2944,27
2945,29
2946,28
2947,44
2948,58
2949,37
2950,1
2951,80
2952,40
2953,26
2954,38
2955,23
2956,26
2957,63
2958,35
2959,6
2960,27
2961,46
2962,1
2963,12
2964,4
2965,26
2966,36
2967,1
2968,26
2969,15
2970,42
2971,58
2972,53
2973,32
2974,28
2975,22
2976,23
2977,28
2978,51
2979,27
2980,25
2981,39
2982,8
2983,67
2984,25
2985,32
2986,24
2987,16
2988,14
2989,41
2990,45
2991,35
2992,26
2993,67
2994,12
2995,19
2996,47
2997,8
