,0
317,2011
318,1969
319,2010
320,2008
321,2014
322,2013
323,2014
324,2008
325,1957
326,1950
327,2013
328,2014
329,2011
330,2013
331,2012
332,2013
333,2013
334,2011
335,2011
336,1950
337,1948
338,2011
339,2012
340,2015
341,2008
342,2011
343,2012
344,1983
345,2013
346,2013
347,2010
348,2007
349,1999
350,2012
351,2014
352,1998
353,2012
354,2010
355,2015
356,1979
357,2014
358,2012
359,2010
360,2007
361,2011
362,2004
363,2013
364,2011
365,2004
366,2012
367,2007
368,2008
369,2009
370,2008
371,2008
372,2009
373,2012
374,2013
375,2012
376,2014
377,2013
378,1993
379,2011
380,2009
381,1950
382,2011
383,2014
384,2014
385,2010
386,1991
387,2011
388,2012
389,2006
390,2015
391,1986
392,2014
393,2011
394,2011
395,2012
396,2012
397,1959
398,2010
399,2014
400,1980
401,2012
402,2015
403,2006
404,2009
405,2010
406,1980
407,2007
408,2010
409,2014
410,2012
411,2005
412,2015
413,2010
414,2009
415,1948
416,2011
417,1977
418,2012
419,1941
420,2005
421,2009
422,2011
423,2014
424,2012
425,2008
426,2010
427,2012
428,2008
429,2013
430,2014
431,2000
432,2014
433,2012
434,2014
435,1980
436,2012
437,2011
438,2014
439,1955
440,2010
441,2009
442,1998
443,1996
444,2013
445,2006
446,2002
447,2012
448,1980
449,2013
450,2009
451,2012
452,2013
453,2005
454,2009
455,2009
456,2012
457,2009
458,2007
459,1993
460,1997
461,1991
462,1984
463,1965
464,2006
465,2013
466,2013
467,1980
468,2009
469,2013
470,2014
471,2012
472,2010
473,2008
474,2014
475,2013
476,1978
477,1944
478,1985
479,2013
480,1990
481,2004
482,2005
483,2014
484,2014
485,2003
486,2013
487,1969
488,1973
489,2014
490,2013
491,2013
492,2012
493,2010
494,1979
495,2012
496,2010
497,2006
498,2013
499,1995
500,2011
501,2007
502,2006
503,1972
504,2011
505,2005
506,2013
507,2013
508,2015
509,2013
510,1980
511,2009
512,2013
513,2013
514,1964
515,1993
516,1970
517,2012
518,2007
519,2013
520,1970
521,2013
522,2007
523,2013
524,2004
525,1959
526,2012
527,2015
528,2014
529,2012
530,2011
531,2007
532,2014
533,1974
534,1956
535,2014
536,2014
537,2015
538,2007
539,2009
540,2014
541,2014
542,2014
543,2014
544,2013
545,1988
546,2007
547,2011
548,1944
549,2009
550,2014
551,2013
552,2014
553,2015
554,1980
555,2012
556,2013
557,1975
558,2007
559,1973
560,2014
561,2012
562,2009
563,2011
564,2010
565,1968
566,1980
567,2015
568,2007
569,2014
570,2007
571,1976
572,2009
573,2013
574,2009
575,1987
576,2010
577,2009
578,1957
579,2013
580,2011
581,2013
582,1966
583,2003
584,2013
585,2008
586,1973
587,2011
588,2010
589,1979
590,2007
591,2009
592,2009
593,2012
594,2014
595,2008
596,1945
597,1986
598,2009
599,2011
600,1960
601,2007
602,1976
603,2011
604,2009
605,1946
606,2012
607,2010
608,2013
609,2012
610,2011
611,2008
612,2010
613,2014
614,2008
615,2006
616,2007
617,2009
618,2007
619,2009
620,2010
621,1979
622,2013
623,2009
624,2011
625,2007
626,1992
627,2005
628,2004
629,1964
630,2014
631,2012
632,1968
633,2006
634,2006
635,2004
636,2008
637,2011
638,2011
639,1951
640,2006
641,2001
642,2008
643,1972
644,2014
645,2013
646,2009
647,2009
648,1956
649,2009
650,2015
651,2005
652,2007
653,2010
654,2009
655,2005
656,2007
657,2002
658,2012
659,2014
660,1978
661,2010
662,1941
663,2009
664,2013
665,2015
666,1960
667,1947
668,2008
669,1975
670,1940
671,2010
672,2012
673,2009
674,1973
675,2010
676,2014
677,2006
678,2009
679,2012
680,2007
681,1971
682,2002
683,1997
684,2013
685,1994
686,1942
687,1986
688,2002
689,1998
690,1986
691,1986
692,2007
693,1992
694,2008
695,2007
696,2002
697,2010
698,2008
699,1954
700,2013
701,2008
702,2014
703,2007
704,2002
705,2003
706,2008
707,1974
708,2006
709,2008
710,1996
711,1989
712,1963
713,1988
714,2011
715,2014
716,2007
717,2009
718,2009
719,1999
720,2009
721,1946
722,2002
723,2010
724,1989
725,1979
726,1990
727,2010
728,2002
729,1968
730,2003
731,2013
732,2001
733,1997
734,1990
735,2008
736,1960
737,1972
738,2011
739,1973
740,2002
741,2010
742,2010
743,1977
744,1981
745,2013
746,2005
747,1993
748,2015
749,2012
750,2008
751,1961
752,2012
753,1952
754,2007
755,1975
756,2013
757,1952
758,2015
759,1977
760,2009
761,2006
762,2013
763,2005
764,2014
765,2008
766,2012
767,2014
768,1980
769,2012
770,1949
771,1960
772,2004
773,2009
774,2006
775,2013
776,2009
777,2010
778,2010
779,2009
780,2014
781,2006
782,2007
783,2007
784,2007
785,2012
786,1967
787,1957
788,1988
789,1996
790,2012
791,2007
792,2014
793,2006
794,2005
795,2008
796,2008
797,2013
798,2006
799,2009
800,2005
801,1946
802,2011
803,2004
804,2005
805,2010
806,1948
807,2007
808,1990
809,2011
810,2006
811,2010
812,2010
813,1942
814,2008
815,1985
816,2010
817,2007
818,2008
819,2012
820,2010
821,2013
822,2007
823,2010
824,2009
825,1967
826,2011
827,2014
828,2014
829,2014
830,1980
831,1945
832,1996
833,1988
834,2012
835,2010
836,2013
837,2012
838,2011
839,2011
840,2015
841,2012
842,1990
843,2008
844,2010
845,2014
846,1996
847,2014
848,2011
849,2015
850,2009
851,2013
852,1940
853,1976
854,2008
855,2007
856,2011
857,2008
858,2009
859,2011
860,2009
861,2009
862,1979
863,2007
864,2013
865,2011
866,2008
867,2009
868,2011
869,2009
870,2009
871,2006
872,2012
873,2009
874,2010
875,2008
876,2014
877,2009
878,2011
879,2012
880,2001
881,2013
882,2012
883,2010
884,2009
885,1990
886,1972
887,2011
888,2014
889,2009
890,1945
891,2010
892,2008
893,2009
894,2004
895,2004
896,1968
897,1946
898,2008
899,2008
900,2014
901,1947
902,1964
903,2015
904,1965
905,1968
906,1968
907,1965
908,2007
909,2012
910,2007
911,2012
912,2014
913,2011
914,2011
915,2008
916,2010
917,1960
918,2002
919,2013
920,2015
921,2009
922,2013
923,2011
924,2009
925,2008
926,2005
927,2007
928,2013
929,2012
930,1959
931,1971
932,1945
933,2011
934,2011
935,2013
936,2014
937,2014
938,2009
939,1984
940,1976
941,1995
942,2013
943,2006
944,2011
945,2002
946,2002
947,2011
948,1993
949,2009
950,2013
951,1946
952,2012
953,2008
954,2013
955,1954
956,2014
957,2008
958,1950
959,2014
960,2012
961,1986
962,2010
963,2012
964,1952
965,2011
966,2008
967,2010
968,2011
969,2010
970,2005
971,2014
972,1968
973,1968
974,1968
975,1968
976,1982
977,2009
978,1998
979,2008
980,2010
981,1987
982,2012
983,1983
984,1955
985,2012
986,1987
987,2009
988,2004
989,2015
990,2006
991,1994
992,1989
993,2011
994,1980
995,2011
996,2011
997,2011
998,1987
999,2012
1000,2011
1001,2014
1002,2011
1003,2013
1004,2014
1005,2009
1006,2014
1007,2007
1008,2007
1009,2004
1010,2009
1011,1980
1012,2010
1013,1980
1014,1958
1015,1962
1016,2015
1017,1960
1018,2012
1019,2012
1020,2012
1021,2012
1022,2007
1023,2006
1024,2011
1025,2013
1026,2014
1027,2010
1028,2011
1029,2010
1030,1960
1031,2015
1032,2012
1033,2013
1034,2008
1035,1988
1036,2013
1037,2004
1038,2007
1039,1960
1040,2011
1041,2014
1042,1993
1043,2010
1044,2011
1045,2003
1046,2009
1047,1999
1048,2013
1049,2015
1050,1980
1051,2001
1052,2012
1053,1968
1054,2010
1055,2009
1056,2011
1057,2009
1058,1942
1059,2014
1060,2013
1061,2014
1062,2012
1063,2010
1064,2011
1065,2014
1066,2011
1067,2015
1068,2010
1069,2005
1070,2007
1071,2013
1072,2012
1073,2015
1074,2007
1075,2013
1076,2011
1077,2014
1078,1940
1079,2011
1080,1943
1081,2010
1082,2006
1083,1961
1084,1985
1085,2012
1086,2011
1087,2007
1088,2013
1089,2011
1090,2007
1091,2009
1092,2004
1093,2010
1094,2012
1095,1972
1096,2013
1097,1956
1098,1967
1099,2011
1100,1977
1101,2008
1102,2000
1103,1940
1104,2012
1105,2014
1106,2009
1107,2014
1108,2013
1109,2010
1110,2012
1111,2011
1112,2010
1113,1989
1114,2012
1115,2012
1116,2008
1117,2014
1118,1984
1119,2008
1120,1955
1121,2007
1122,2014
1123,2014
1124,1981
1125,2007
1126,1941
1127,2013
1128,2008
1129,2010
1130,2009
1131,2012
1132,2009
1133,2015
1134,1981
1135,2001
1136,2007
1137,2013
1138,1987
1139,1954
1140,2006
1141,2012
1142,2009
1143,1978
1144,2014
1145,2013
1146,1960
1147,2013
1148,2014
1149,2013
1150,1977
1151,2014
1152,2014
1153,2013
1154,2014
1155,2008
1156,2015
1157,2014
1158,1984
1159,2013
1160,2014
1161,2014
1162,2013
1163,1985
1164,1984
1165,2006
1166,2014
1167,2014
1168,2013
1169,1979
1170,1963
1171,2003
1172,2009
1173,2014
1174,2014
1175,2012
1176,2008
1177,2003
1178,2014
1179,2013
1180,2008
1181,2010
1182,2009
1183,2013
1184,2013
1185,2014
1186,2013
1187,2010
1188,1964
1189,2012
1190,2008
1191,2014
1192,2013
1193,2009
1194,1977
1195,2012
1196,2011
1197,2009
1198,1980
1199,1979
1200,2014
1201,2009
1202,2013
1203,2011
1204,1979
1205,2011
1206,2013
1207,2010
1208,2013
1209,2011
1210,2013
1211,2009
1212,2008
1213,2013
1214,2013
1215,2013
1216,2011
1217,1987
1218,1985
1219,2014
1220,2014
1221,2015
1222,2007
1223,1984
1224,1960
1225,1977
1226,2014
1227,2012
1228,1999
1229,2014
1230,1969
1231,2013
1232,1982
1233,2007
1234,1981
1235,2013
1236,2013
1237,2007
1238,2006
1239,2008
1240,2010
1241,1954
1242,2010
1243,2014
1244,1969
1245,1955
1246,2014
1247,2008
1248,2010
1249,2009
1250,2010
1251,2014
1252,1998
1253,2015
1254,2010
1255,2008
1256,1980
1257,1950
1258,2010
1259,2009
1260,2006
1261,2013
1262,2012
1263,1967
1264,2005
1265,2002
1266,2013
1267,2009
1268,1960
1269,2009
1270,2009
1271,1967
1272,1987
1273,2006
1274,2006
1275,1952
1276,1940
1277,2010
1278,2008
1279,2008
1280,1953
1281,1998
1282,2010
1283,2014
1284,2013
1285,1982
1286,2001
1287,2011
1288,2006
1289,1947
1290,1955
1291,2010
1292,2008
1293,2010
1294,1975
1295,2007
1296,2010
1297,2013
1298,2015
1299,1955
1300,2009
1301,1960
1302,2010
1303,2011
1304,2012
1305,2014
1306,2010
1307,2010
1308,2012
1309,2009
1310,2008
1311,2013
1312,2005
1313,2014
1314,1947
1315,1962
1316,1983
1317,2010
1318,2015
1319,2010
1320,2010
1321,1965
1322,1954
1323,2007
1324,2007
1325,2010
1326,1942
1327,1955
1328,2012
1329,1976
1330,2010
1331,2011
1332,1988
1333,2008
1334,2010
1335,2008
1336,2009
1337,2013
1338,2010
1339,1962
1340,2012
1341,2009
1342,2010
1343,1940
1344,2011
1345,1960
1346,1940
1347,1950
1348,2007
1349,1988
1350,1957
1351,1970
1352,2007
1353,2015
1354,2012
1355,2009
1356,2005
1357,2012
1358,2005
1359,2013
1360,1960
1361,1986
1362,1983
1363,2011
1364,2007
1365,1988
1366,2009
1367,2011
1368,1980
1369,2013
1370,2010
1371,2003
1372,2009
1373,2000
1374,2007
1375,2009
1376,2007
1377,1953
1378,2014
1379,1967
1380,2005
1381,2007
1382,2009
1383,2005
1384,2008
1385,1950
1386,2012
1387,2007
1388,1958
1389,2012
1390,1996
1391,2013
1392,2015
1393,2004
1394,2010
1395,2009
1396,2013
1397,2009
1398,2006
1399,1943
1400,2012
1401,2007
1402,1947
1403,2012
1404,2003
1405,2008
1406,2007
1407,2011
1408,1941
1409,2007
1410,2011
1411,1960
1412,1957
1413,2009
1414,1978
1415,1940
1416,2012
1417,2013
1418,2009
1419,1960
1420,2009
1421,2008
1422,2005
1423,1984
1424,1970
1425,1970
1426,2008
1427,2007
1428,2014
1429,2009
1430,2008
1431,2008
1432,1950
1433,1948
1434,2008
1435,1957
1436,2009
1437,2007
1438,2005
1439,2011
1440,2015
1441,2014
1442,1980
1443,2010
1444,2013
1445,2009
1446,2008
1447,1940
1448,2012
1449,2007
1450,1960
1451,2011
1452,1940
1453,2005
1454,2008
1455,1968
1456,1960
1457,2012
1458,2006
1459,2004
1460,1960
1461,1960
1462,1950
1463,1950
1464,2010
1465,2001
1466,2008
1467,2004
1468,1956
1469,2013
1470,1958
1471,1950
1472,2008
1473,2012
1474,1970
1475,2007
1476,1970
1477,2007
1478,2010
1479,1989
1480,2009
1481,2013
1482,1971
1483,2014
1484,2009
1485,2000
1486,2004
1487,2014
1488,1972
1489,2008
1490,2013
1491,2013
1492,1990
1493,2013
1494,2011
1495,2009
1496,2013
1497,2011
1498,2012
1499,2013
1500,2011
1501,2010
1502,2014
1503,2010
1504,2010
1505,2009
1506,2010
1507,1991
1508,2009
1509,2012
1510,1990
1511,2009
1512,2009
1513,2008
1514,2007
1515,2003
1516,2013
1517,1970
1518,2009
1519,1967
1520,2010
1521,2004
1522,2010
1523,2009
1524,2007
1525,2010
1526,2007
1527,1955
1528,2009
1529,2014
1530,2014
1531,1991
1532,1974
1533,2011
1534,2011
1535,2010
1536,2014
1537,2011
1538,2008
1539,2007
1540,2010
1541,1973
1542,2008
1543,1999
1544,2009
1545,2008
1546,1984
1547,1974
1548,2006
1549,2013
1550,1956
1551,1942
1552,2009
1553,1940
1554,2004
1555,2014
1556,2014
1557,1978
1558,1989
1559,2012
1560,2014
1561,2014
1562,1979
1563,1974
1564,2012
1565,2014
1566,2011
1567,1999
1568,1992
1569,1947
1570,2004
1571,2010
1572,1961
1573,1943
1574,1954
1575,2008
1576,1946
1577,2010
1578,2009
1579,2004
1580,2004
1581,2006
1582,2008
1583,2013
1584,2011
1585,2007
1586,2007
1587,2012
1588,2007
1589,2010
1590,2009
1591,2012
1592,2010
1593,2008
1594,2014
1595,1963
1596,1978
1597,1961
1598,2009
1599,2010
1600,2012
1601,2005
1602,2010
1603,1993
1604,2006
1605,2008
1606,1988
1607,2010
1608,1953
1609,2008
1610,2014
1611,2014
1612,2002
1613,2006
1614,2007
1615,1981
1616,2013
1617,2010
1618,2011
1619,2012
1620,2015
1621,2014
1622,2009
1623,2010
1624,2009
1625,2007
1626,1964
1627,2012
1628,2013
1629,1946
1630,2009
1631,2004
1632,2011
1633,2010
1634,2007
1635,1988
1636,1993
1637,2013
1638,1964
1639,2011
1640,1984
1641,2013
1642,1990
1643,1970
1644,2011
1645,2011
1646,1999
1647,2011
1648,2007
1649,2013
1650,2011
1651,2011
1652,2011
1653,2012
1654,2010
1655,2008
1656,2014
1657,2013
1658,1959
1659,2014
1660,2015
1661,2013
1662,2009
1663,2007
1664,2009
1665,2011
1666,1975
1667,1982
1668,2010
1669,2011
1670,2014
1671,1969
1672,1973
1673,2014
1674,2011
1675,2012
1676,2012
1677,2012
1678,2009
1679,2013
1680,2014
1681,2011
1682,2012
1683,2010
1684,2013
1685,1964
1686,2011
1687,1984
1688,2013
1689,2014
1690,2006
1691,2007
1692,1967
1693,1983
1694,2008
1695,2011
1696,2013
1697,2014
1698,2004
1699,2002
1700,2004
1701,2012
1702,2002
1703,2003
1704,2003
1705,2002
1706,1967
1707,2002
1708,2000
1709,1965
1710,1956
1711,2014
1712,1965
1713,2001
1714,1964
1715,1999
1716,1998
1717,2012
1718,2011
1719,2006
1720,2011
1721,2013
1722,1966
1723,2013
1724,2003
1725,2008
1726,1968
1727,1987
1728,1952
1729,1953
1730,1944
1731,2007
1732,2010
1733,2014
1734,2010
1735,1942
1736,2015
1737,2006
1738,2008
1739,2011
1740,2000
1741,2012
1742,1968
1743,2015
1744,2011
1745,2010
1746,2009
1747,2011
1748,2007
1749,2011
1750,2013
1751,1996
1752,2011
1753,2010
1754,1955
1755,2013
1756,2012
1757,1973
1758,1996
1759,2001
1760,1943
1761,2008
1762,2012
1763,1947
1764,2008
1765,1980
1766,1982
1767,2009
1768,2014
1769,2007
1770,2006
1771,1964
1772,1975
1773,2004
1774,1967
1775,1969
1776,2010
1777,2014
1778,2010
1779,2004
1780,2011
1781,2002
1782,1961
1783,2013
1784,2012
1785,2003
1786,2011
1787,2011
1788,2013
1789,2013
1790,1965
1791,2012
1792,1999
1793,2001
1794,2004
1795,2005
1796,2010
1797,1972
1798,2013
1799,2011
1800,2008
1801,2012
1802,2014
1803,2015
1804,2006
1805,1965
1806,2014
1807,2003
1808,2009
1809,2014
1810,2002
1811,2008
1812,2014
1813,2014
1814,2008
1815,2004
1816,2006
1817,1954
1818,2014
1819,2014
1820,1950
1821,2004
1822,1954
1823,1988
1824,1967
1825,1986
1826,2012
1827,2014
1828,2013
1829,1989
1830,2005
1831,2013
1832,2013
1833,2008
1834,2004
1835,2014
1836,1997
1837,2013
1838,2012
1839,2008
1840,2012
1841,2012
1842,2012
1843,2013
1844,2014
1845,2015
1846,2007
1847,2001
1848,2013
1849,2010
1850,2015
1851,2014
1852,2003
1853,2014
1854,2014
1855,2014
1856,2011
1857,2012
1858,1945
1859,2012
1860,2009
1861,1970
1862,2013
1863,1985
1864,2015
1865,2007
1866,2014
1867,2014
1868,1959
1869,2014
1870,2007
1871,2015
1872,2012
1873,2011
1874,2006
1875,2012
1876,2009
1877,1977
1878,1979
1879,2011
1880,2008
1881,2013
1882,2014
1883,2004
1884,2013
1885,2012
1886,1961
1887,2007
1888,1960
1889,2014
1890,2014
1891,2013
1892,2013
1893,2014
1894,2013
1895,1961
1896,2013
1897,1961
1898,1988
1899,1940
1900,2013
1901,2012
1902,2014
1903,2004
1904,2002
1905,2014
1906,1981
1907,2012
1908,2014
1909,2010
1910,2014
1911,2011
1912,2014
1913,2014
1914,2013
1915,2012
1916,1945
1917,1963
1918,1972
1919,2014
1920,2014
1921,2014
1922,1946
1923,2015
1924,1978
1925,1978
1926,2013
1927,2002
1928,1994
1929,2012
1930,2001
1931,2014
1932,2013
1933,2012
1934,2013
1935,1954
1936,2013
1937,1986
1938,1971
1939,2007
1940,2005
1941,2000
1942,2008
1943,2008
1944,1969
1945,2011
1946,2014
1947,2012
1948,1977
1949,2006
1950,1949
1951,2014
1952,2009
1953,2008
1954,1958
1955,2009
1956,2006
1957,2009
1958,2011
1959,2006
1960,2008
1961,1959
1962,2012
1963,1960
1964,2005
1965,2008
1966,2010
1967,1970
1968,1956
1969,2004
1970,2007
1971,1969
1972,1946
1973,1975
1974,1992
1975,2003
1976,1953
1977,1967
1978,1956
1979,1994
1980,2015
1981,1995
1982,2014
1983,2011
1984,2011
1985,1946
1986,2012
1987,2011
1988,2012
1989,1998
1990,2010
1991,1990
1992,2012
1993,1957
1994,2012
1995,2014
1996,2008
1997,1982
1998,2013
1999,2012
2000,1970
2001,2007
2002,1970
2003,1985
2004,1943
2005,1981
2006,2009
2007,2014
2008,2013
2009,2012
2010,2015
2011,1947
2012,1953
2013,1995
2014,2014
2015,2010
2016,2010
2017,2006
2018,1990
2019,2007
2020,2009
2021,2014
2022,1948
2023,2009
2024,2014
2025,2010
2026,1953
2027,2014
2028,2009
2029,2009
2030,2000
2031,2011
2032,2015
2033,2012
2034,2003
2035,2014
2036,2006
2037,2007
2038,1964
2039,1967
2040,1963
2041,2004
2042,2014
2043,2015
2044,2013
2045,1970
2046,2012
2047,2011
2048,1994
2049,2009
2050,2004
2051,1946
2052,2015
2053,2013
2054,1986
2055,1985
2056,2011
2057,2011
2058,2013
2059,1969
2060,2008
2061,2006
2062,2011
2063,2011
2064,2015
2065,2010
2066,1944
2067,2008
2068,2004
2069,2005
2070,1970
2071,2005
2072,2007
2073,2012
2074,2009
2075,1996
2076,2009
2077,1995
2078,2011
2079,1968
2080,1992
2081,2013
2082,1978
2083,2007
2084,2008
2085,2011
2086,2010
2087,2009
2088,2007
2089,2007
2090,1992
2091,2014
2092,2013
2093,2007
2094,1945
2095,2013
2096,2012
2097,2003
2098,1960
2099,2007
2100,2011
2101,2010
2102,2009
2103,2011
2104,1953
2105,1953
2106,2011
2107,2007
2108,2013
2109,2007
2110,2010
2111,2009
2112,2009
2113,2007
2114,2011
2115,2004
2116,2005
2117,2010
2118,2014
2119,1944
2120,2007
2121,2014
2122,2007
2123,2007
2124,2007
2125,2013
2126,2008
2127,2008
2128,2011
2129,2012
2130,2010
2131,2015
2132,1994
2133,1976
2134,1975
2135,2008
2136,2014
2137,2014
2138,2010
2139,2013
2140,1960
2141,2011
2142,1960
2143,2015
2144,2008
2145,2012
2146,2010
2147,2009
2148,2014
2149,1960
2150,2006
2151,2012
2152,2007
2153,2012
2154,2008
2155,1962
2156,2010
2157,2007
2158,2011
2159,2011
2160,2009
2161,2009
2162,2009
2163,2007
2164,2009
2165,2013
2166,2011
2167,1950
2168,1982
2169,2012
2170,2011
2171,1973
2172,1984
2173,2005
2174,1965
2175,2014
2176,2012
2177,2006
2178,2013
2179,2009
2180,2009
2181,2013
2182,2011
2183,2012
2184,2010
2185,2006
2186,2002
2187,2009
2188,1977
2189,1986
2190,1954
2191,2008
2192,2008
2193,2014
2194,2012
2195,2010
2196,2011
2197,1966
2198,2010
2199,2011
2200,1952
2201,2012
2202,1980
2203,2015
2204,1986
2205,2011
2206,2010
2207,2010
2208,2012
2209,2010
2210,2009
2211,1978
2212,2012
2213,2013
2214,2006
2215,1977
2216,2011
2217,2015
2218,1970
2219,2013
2220,2014
2221,2008
2222,1975
2223,2011
2224,2011
2225,1968
2226,2004
2227,2014
2228,2009
2229,1974
2230,2004
2231,2010
2232,1941
2233,2014
2234,2008
2235,2014
2236,2010
2237,2009
2238,2008
2239,2011
2240,1969
2241,2010
2242,2009
2243,2011
2244,2009
2245,2012
2246,2008
2247,2011
2248,2011
2249,2011
2250,2004
2251,1969
2252,2004
2253,2009
2254,2010
2255,2012
2256,2003
2257,1952
2258,1970
2259,2012
2260,1982
2261,2014
2262,1974
2263,2012
2264,1984
2265,1988
2266,1958
2267,2009
2268,2013
2269,1944
2270,2007
2271,2006
2272,2010
2273,2011
2274,1974
2275,2007
2276,2011
2277,2011
2278,2012
2279,2008
2280,2010
2281,2013
2282,1972
2283,2009
2284,1993
2285,1945
2286,2003
2287,2014
2288,2012
2289,1994
2290,2014
2291,2010
2292,2012
2293,2011
2294,2010
2295,2011
2296,2004
2297,2005
2298,2009
2299,2014
2300,1953
2301,2012
2302,2012
2303,1995
2304,2013
2305,1990
2306,2011
2307,1977
2308,2006
2309,2011
2310,2012
2311,1958
2312,1963
2313,2010
2314,2012
2315,2013
2316,1953
2317,2008
2318,2009
2319,1958
2320,2014
2321,2008
2322,2011
2323,1951
2324,1970
2325,2013
2326,2012
2327,1953
2328,2011
2329,2010
2330,2014
2331,1993
2332,1985
2333,2007
2334,2008
2335,2013
2336,1992
2337,1968
2338,2014
2339,2008
2340,2007
2341,2013
2342,2005
2343,2005
2344,2011
2345,2001
2346,2013
2347,2012
2348,2012
2349,2012
2350,2014
2351,2006
2352,1958
2353,2012
2354,2014
2355,2011
2356,2013
2357,2013
2358,1981
2359,1965
2360,1946
2361,2002
2362,2010
2363,2012
2364,2008
2365,2008
2366,1958
2367,2013
2368,2009
2369,2009
2370,2008
2371,2006
2372,2013
2373,2010
2374,2013
2375,2006
2376,2013
2377,2013
2378,2012
2379,2013
2380,1942
2381,2015
2382,1958
2383,1991
2384,2000
2385,2012
2386,2012
2387,2012
2388,2012
2389,2012
2390,2013
2391,2012
2392,2012
2393,2012
2394,2012
2395,2012
2396,2012
2397,2012
2398,2012
2399,2010
2400,2000
2401,2000
2402,2000
2403,2012
2404,2000
2405,2000
2406,1984
2407,1964
2408,2014
2409,2014
2410,2011
2411,2011
2412,2012
2413,2011
2414,2013
2415,2012
2416,2006
2417,2010
2418,2013
2419,2011
2420,1945
2421,2015
2422,2007
2423,2008
2424,2013
2425,2010
2426,1956
2427,1951
2428,2004
2429,2012
2430,2009
2431,2014
2432,2011
2433,1944
2434,1980
2435,2014
2436,1978
2437,2014
2438,2011
2439,2009
2440,2009
2441,1940
2442,2010
2443,2010
2444,2014
2445,2002
2446,2014
2447,2012
2448,2009
2449,2012
2450,1995
2451,1998
2452,1993
2453,2011
2454,2012
2455,1976
2456,2014
2457,2012
2458,1969
2459,2015
2460,2011
2461,2010
2462,2005
2463,2011
2464,2008
2465,1963
2466,1964
2467,2014
2468,2013
2469,2013
2470,2007
2471,2011
2472,1968
2473,1974
2474,1982
2475,1979
2476,2010
2477,2014
2478,2008
2479,2012
2480,2011
2481,2011
2482,2007
2483,2012
2484,2012
2485,2011
2486,2004
2487,2011
2488,2005
2489,2009
2490,2012
2491,2014
2492,2009
2493,1957
2494,2015
2495,1986
2496,2004
2497,2014
2498,1984
